booking_id,hotel_id,customer_id,full_name,email,phone_number,booking_date,checkin_date,checkout_date,room_type,room_rate,num_guests,booking_channel,booking_status,payment_status,payment_method,tax_amount,discount_amount,city,state,country
BKG000278,HTL022,CUST69014,anil singh,NA,7977041167,"September 18, 2023",25-06-2024,2024-07-09,Delux,2926.00,5,Walk In,Pndng,failedd,Debitcard,Rs 526.68,"""95.51""",Mumbai,MAHARASHTRA,India
BKG000279,HTL011,CUST05518,meera dubey,meera.dubey@mail,8587700623,21/03/24,09/12/24,14-12-2024,STD,"""1964""",5,AGODA,CONFIRMED,pendng,CREDIT CARD,353.52,89.66,Dilhi,NCT Delhi,India
BKG000280,HTL049,CUST81007,Kavya Mehta,kavyamehta@,7356890581,14/01/24,2024-02-13,16/02/2024,Delux,2789,3,website,Pndng,paid,net banking,"""502.02""",285.4,Mumba,maharashtra,India
BKG000281,HTL019,CUST06173,swati nair,swati.nair@mail,+918995505536,26-06-2024,2024-09-18,10/01/2024,Standerd,1574.00,3,AGODA,Confirmed,Pndng,cash,"""283.32""","""191.45""",Madras,TAMIL NADU,India
BKG000282,HTL040,CUST23704,Vikram Iyer  ,vikram.iyer@rediffmail.com,6457445203,27/03/25,"April 27, 2025",05 May 2025,Sute,"5,212.00",4,WEBSITE,NoShow,PAID,Credit Card,938.16,170.98,Mumba,MAHARASHTRA,India
BKG000283,HTL013,CUST81886,Deepak  Sharma,DEEPAK.SHARMA@HOTMAIL.COM,+918094121805,2023-11-27,"March 29, 2024",10/04/2024,EXECUTIVE,3491,5,OTA-MMT,pending,pendng,DEBIT CARD,628.38,Rs 613.06,Hydrabad,TELANGANA,India
BKG000284,HTL005,CUST21698,RAVI JOSHI,ravi.joshi@yahoo,9276-861-273,10 Feb 2024,2024-02-14,"February 23, 2024",  Deluxe,"2,408.00",1,Booking.com,cancel,Failed,upi,433.44,385.24,Chenai,TAMIL NADU,India
BKG000285,HTL024,CUST05727,VIKRAM MUKHERJEE,vikram.mukherjee@yahoo.com,N/A,07 Mar 2024,24 Mar 2024,2024-04-03,Standerd,Rs 1758,2,WALK IN,Confirm,pendng,Net Banking,INR316.44,226.69,Kolkata,West Bengal,India
BKG000286,HTL016,CUST31134,Harish Rao  ,harish.rao@yahoo.com,6344-956-071,30 Aug 2024,2024-12-19,28 Dec 2024,Delux,2718,3,Web Site,Confirm,paid,credit card,"""489.24""",431,Hyderabad,telangana,India
BKG000287,HTL048,CUST80032,Sunil  Agarwal,sunil.agarwal@mail,INVALID,2023-11-16,"March 01, 2024",08/03/2024,Suite,5209,5,agoda,Confirm,Pai d,wallet,937.62,Rs 999.8,hyderabad,Telangana,India
BKG000288,HTL036,CUST58842,Lata Chopra,LATA.CHOPRA@YAHOO.COM,7343-065-874,18/06/23,02/25/2024,08 Mar 2024,deluxe ,Rs 3000,6,Web Site,confirmed,P A I D,Wallet,540,"""15.86""",Bangaluru,Karnatak,India
BKG000289,HTL020,CUST31349,  Kavya Sethi,KAVYA.SETHI@YAHOO.COM,97883O7369,31/03/24,10/08/2024,10/14/2024,STANDARD,Rs 1315,1,app,cncl,paid,Creditcard,"""236.7""", 55.64 ,Hydrabad,telangana,India
BKG000290,HTL022,CUST61475,rohit singh,rohit.singh@yahoo,9760145840,08/26/2024,2025-04-28,10-05-2025,Deluxe,2702.00,3,OTA-Booking.com,confirmed,paidd,credit card,486.36,Rs 414.34,Hyderabad,Telangana,India
BKG000291,HTL048,CUST25431,Vikram Verma  ,vikram.verma@mail,N/A,2023-10-13,07/14/2024,16-07-2024,Delux,INR2403,2,OTA-Booking.com,Canceled,Pending,debit card,INR432.54,INR421.7,CHENNAI,TAMIL NADU,India
BKG000292,HTL042,CUST74767,AMIT CHOPRA,,73869O4217,14-09-2023,"June 30, 2024",11-07-2024,dELuxE,Rs 2209,6,OTA-Booking.com,cnfrmd,paid,csh,397.62,Rs 102.0,Dehli,Delhi,India
BKG000293,HTL036,CUST60514,priya mehta,,+91-90062 79595,2023-07-17,2024-01-17,26/01/2024,STD,"1,909.00",3,walkin,Confirm,paidd,WALLET,INR343.62,301.90,Madras,Tamilnadu,India
BKG000294,HTL042,CUST50053,Amit Gupta,amit..gupta@yahoo.com,N/A,08/09/2024,08-03-2025,03/15/2025,deluxe ,Rs 2712,2,WebSite,cnfrmd,faild,Wallet,488.16,,Hyd,Telangana,India
BKG000295,HTL036,CUST54875,rahul chopra,rahul..chopra@gmail.com,7355283372,06/29/2024,21-11-2024,02-12-2024,  Deluxe,2955,4,walkin,cnfrmd,Failed,cash,531.9, 436.42 ,MUMBAI,MAHARASHTRA,India
BKG000296,HTL030,CUST26175,Rohit Sethi,rohitsethi@,8107-911-611,10-09-2024,2025-05-01,"May 13, 2025",dELuxE,INR2549,6,OTA-MMT,pend,failedd,Crdit Card,Rs 458.82,263,Hydrabad,Telengana,India
BKG000297,HTL012,CUST18141,MOHAN CHOPRA,,+918877007881,20/10/2024,23/03/25,"March 31, 2025",EXECUTIVE,Rs 3886,1,OTA-Agoda,ns,FAILED,upi, 699.48 ,401.18,Hyderabad,telangana,India
BKG000298,HTL020,CUST06840,Prakash Tiwari,prakashtiwari@,7100370907,07-03-2024,03/16/2024,25/03/24,  Deluxe,Rs 2762,1,booking.com,Confirm,PAId,Crdit Card,Rs 497.16,548,Madras,Tamil Nadu,India
BKG000299,HTL027,CUST48656,Asha Bose  ,asha.bose@yahoo,+919507445657,11 Aug 2023,04/30/2024,05 May 2024,dELuxE,2888,6,Booking.com,pend,Paid,csh,INR519.84,,Kolkata,W Bengal,India
BKG000300,HTL048,CUST13447,Tina Mishra,tina..mishra@rediffmail.com,8257-330-907,"August 09, 2024",26/01/2025,2025-01-29,  Deluxe,2647,2,Mobile App,cnfrmd,paid,debit card,476.46, 516.15 ,New Delhi,Delhi,India
BKG000301,HTL047,CUST67622,Priya  Singh,priya.singh@hotmail,7327633422,06/07/2024,28-12-2024,"January 06, 2025",SUITE, 5288 ,5,Booking.com,PENDING,paidd,debit card,951.84,Rs 627.74,Mumbay,Maharastra,India
BKG000302,HTL003,CUST37364,MAYA RAO,,6433331883,30/06/24,26/02/25,11/03/25,DELUXE,"""2207""",1,WALK IN,cnfrmd,Pendig,Debit Card,INR397.26,239,Hyd,TELANGANA,India
BKG000303,HTL020,CUST02627,Sanjay Rao  ,sanjay.rao@rediffmail.com,6578379264,05 Jul 2024,01/09/24,08-09-2024,STD,Rs 1216,6,walk-in,cnfrmd,faild,Upi,Rs 218.88,217.33,Hyd,Telengana,India
BKG000304,HTL045,CUST67287,sarita chopra,SARITA.CHOPRA@GMAIL.COM,7198596551,03 Apr 2023,20-01-2024,24 Jan 2024,suite ,N/A,4,WebSite,Confirm,Pendig,Debit Card, 932.22 ,Rs 946.42,hyderabad,telangana,India
BKG000305,HTL006,CUST07168,Divya Chatterjee  ,DIVYA.CHATTERJEE@GMAIL.COM,,"February 02, 2025",21 Mar 2025,26 Mar 2025,Suites, 5244 ,6,MMT,cancel,Pai d,Wallt,Rs 943.92,INR449.48,Chenai,TAMIL NADU,India
BKG000306,HTL005,CUST03638,Asha Malhotra,ashamalhotra@,N/A,07/01/2024,10/11/2024,"October 21, 2024",Exec, 3492 ,6,APP,N/S,pendng,U P I,Rs 628.56,289.67,BENGALURU,Karnatak,India
BKG000307,HTL039,CUST45821,Amit Kapoor,amitkapoor@,9607326447,05 Dec 2023,19/08/2024,24 Aug 2024,Delux,Rs 2636,5,WEBSITE,confirmed,Pending,Creditcard, 474.48 ,351.92,dElhi,Delhi,India
BKG000308,HTL046,CUST54382,arjun sharma,NA,+918473387805,15/11/24,13/04/25,26/04/25,Standerd,1853,4,App,cnfrmd,PAID,Netbanking,INR333.54,351,Chenai,TamilNadu,India
BKG000309,HTL048,CUST08225,swati shah,swati.shah@gmail.com,7089-964-692,12/17/2023,05/05/2024,2024-05-19,suite ,INR5112,2,Mobile App,cancel,paid,net banking,920.16,519.49,chenai,Tamil Nadu,India
BKG000310,HTL001,CUST50616,rekha pillai,rekha.pillai@mail.com,+91-77647 47691,2023-12-05,19 Aug 2024,21 Aug 2024,dELuxE,2414.00,1,OTA-Booking.com,Cncld,PAID,Net Bankng, 434.52 ,"""159.38""",MUMBAI,Maharashtra,India
BKG000311,HTL035,CUST49141,Naveen Mehta,NA,,2024-06-23,2025-04-07,"April 18, 2025",  Deluxe,2325,,App,Confirmed,PAID,Upi,"""418.5""",145.94,Hyderabad,TELANGANA,India
BKG000312,HTL024,CUST41771,Maya Gupta,maya.gupta@mail,6919396871,18/06/24,"July 16, 2024",2024-07-28,suite,5002,1,AGODA,cnfrmd,PAID,wallet,900.36,N/A,Kolkata,West Bengal,India
BKG000313,HTL037,CUST43948,Sunita  Mukherjee,sunita.mukherjee@outlook.com,N/A,11 Jul 2023,12/02/2024,15/02/2024,delux,2276,1,Website,Confirmed,Pai d,debit card, 409.68 ,347.05,Kolkata,W Bengal,India
BKG000314,HTL042,CUST18036,Suresh Gupta,suresh.gupta@mail.com,,04/15/2024,2024-10-30,13-11-2024,Standerd,1702,2,website,CONFIRMED,Pending,NET BANKING,"""306.36""",229.35,bengaluru,karnataka,India
BKG000315,HTL014,CUST07741,Ajay  Patel,ajay.patel@hotmail.com,6641804460,25-08-2024,"October 19, 2024",01 Nov 2024,deluxe ,2495.00,4,WEBSITE,Confirmed,PAId,debit card,INR449.1,"""179.3""",Hyd,TELANGANA,India
BKG000316,HTL017,CUST18192,sunil singh,NA,7985-907-429,14/06/23,"January 06, 2024","January 16, 2024",Executive,INR3540,5,BOOKING.COM,cnfrmd,paid,Wallt,637,586.67,Bangloree,KARNATAKA,India
BKG000317,HTL041,CUST61488,Tina Chopra,,INVALID,27 Jun 2024,2025-01-20,27 Jan 2025,standard,1399.00,4,OTA-MakeMyTrip,Confirm,paidd,Debit Card,Rs 251.82,12.56,chenai,Tamilnadu,India
BKG000318,HTL009,CUST00689,DEEPAK SINGH,deepak.singh@gmail.com,8242352560,02/10/2024,04-03-2024,11/03/2024,Standerd,"""1963""",5,BOOKING.COM,cnfrmd,paidd,UPI,353,"""192.79""",Chennai,TAMIL NADU,India
BKG000319,HTL022,CUST02491,  Kavya Roy,KAVYA.ROY@MAIL.COM,8232210912,12/11/24,16/11/2024,11/22/2024,DELUXE,INR2985,2,WEBSITE,Confirmed,paid,Net Banking,537,INR52.33,Mumbay,maharashtra,India
BKG000320,HTL014,CUST19598,Kavya Pillai,kavya.pillai@mail,N/A,"June 14, 2023",03/18/2024,2024-03-30,EXECUTIVE,3352,5,Web Site,Cncld,PAID,DEBIT CARD,"""603.36""",64,CHENNAI,TamilNadu,India
BKG000321,HTL019,CUST79808,Lata Khanna  ,lata.khanna@yahoo.com,8351178828,10/10/2024,27 Jan 2025,08 Feb 2025,STD,1347,3,walk-in,ns,Pai d,upi,242,INR52.65,chenai,Tamilnadu,India
BKG000322,HTL004,CUST14574,Sunil Das  ,sunil.das@mail,+917136859315,18 Jun 2024,28/12/2024,29 Dec 2024,standard,"1,707.00",null,APP,Confirmed,failed,WALLET,,,chenai,Tamil Nadu,India
BKG000323,HTL014,CUST31148,Ajay Dubey,ajay.dubey@mail,+919115333497,06 Feb 2024,"July 01, 2024","July 04, 2024",Suites, 5091 ,null,App,Confirmed,Pai d,upi,INR916.38,INR948.32,dElhi,NCT Delhi,India
BKG000324,HTL026,CUST06259,Sarita Roy,sarita.roy@rediffmail.com,N/A,"March 22, 2024",24 Dec 2024,30/12/24,STANDARD,"1,841.00",3,OTA-MMT,CANCELLED,PAID,Net Banking,331.38,Rs 25.34,Hydrabad,TELANGANA,India
BKG000325,HTL036,CUST83749,Rekha Agarwal,,,2025-03-31,04/20/2025,28-04-2025,dELuxE,,4,Booking.com,PENDING,PAId,debit card,522.36,68.29,Kolkata,W Bengal,India
BKG000326,HTL028,CUST59915,uma kapoor,UMA.KAPOOR@REDIFFMAIL.COM,N/A,"May 07, 2024","February 28, 2025",04 Mar 2025,standard, 1750 ,3,app,Confirmed,FAILED,net banking,INR315.0,INR57.76,Bengaluru,KARNATAKA,India
BKG000327,HTL016,CUST08190,Anil Patel,anil.patel@mail.com,N/A,05 May 2023,16/02/24,02/18/2024,Standard ,"""1559""",3,AGODA,cnfrmd,paid,net banking,280.62,30,Calcutta,West Bengal,India
BKG000328,HTL024,CUST02155,  Geeta Pillai,geeta.pillai@mail,,13-09-2023,04/09/2024,21 Apr 2024,STANDARD,1381,6,BOOKING.COM,CANCELLED,paidd,Netbanking,248.58,135.02,MUMBAI,maharashtra,India
BKG000329,HTL012,CUST75373,Sonia Rao  ,NA,8792149901,2024-09-14,2025-03-19,2025-03-20,  Deluxe, 2429 ,4,Walk In,Cncld,paidd,UPI,INR437.22,296.24,Bengluru,Karnatak,India
BKG000330,HTL008,CUST18819,Rajesh Patel,RAJESH.PATEL@YAHOO.COM,9264320586,01 Jul 2024,14 Jul 2024,22-07-2024,Standerd,1882,3,booking.com,Confirmed,Pendig,WALLET,"""338.76""",87,Calcutta,west bengal,India
BKG000331,HTL047,CUST00206,Geeta  Pandey,geeta.pandey@hotmail.com,9856888861,27/02/24,03/01/2024,03/03/2024,Suites,"""5333""",4,APP,cancel,paidd,Wallt,INR959.94,Rs 102.26,chenai,TAMIL NADU,India
BKG000332,HTL017,CUST31532,Asha Sethi  ,ashasethi@,,18-05-2023,27/01/2024,30/01/2024,Standard ,Rs 1605,4,BOOKING.COM,Pendng,Paid,cash,N/A,"""269.53""",dElhi,DELHI,India
BKG000333,HTL022,CUST24552,Manoj Sethi,,84807O0538,10/11/2024,13/10/24,"October 25, 2024",executiv,"""3736""",5,walkin,Confirmed,PENDING,csh, 672.48 ,456.64,KOLKATA,West Bengal,India
BKG000334,HTL021,CUST11222,Sanjay Shah,sanjay.shah@gmail.com,9583-879-633,2024-05-01,"August 22, 2024",08/26/2024,dELuxE,2560,4,Web Site,Confirm,Faled,UPI,Rs 460.8,0.67,Channai,Tamilnadu,India
BKG000335,HTL032,CUST47266,Vikram Singh,,INVALID,24/04/2024,"June 20, 2024",2024-06-30,executive,3976,2,OTA-Agoda,Confirm,Paid,DEBIT CARD,INR715.68,"""457.69""",Dehli,NCT Delhi,India
BKG000336,HTL047,CUST08313,Meera Pillai,,+918670718129,29/01/2024,"September 27, 2024",10/07/2024,delux, 2552 ,2,website,CONFIRMED,paidd,Netbanking,INR459.36,INR341.3,Delhi,DELHI,India
BKG000337,HTL049,CUST66536,Amit Bose,amit.bose@mail,6064070783,17-11-2023,2024-07-29,08/07/2024,Sute,INR5217,6,Agoda,Cncld,Paid,credit card,INR939.06,"""812.29""",MUMBAI,MAHARASHTRA,India
BKG000338,HTL008,CUST51178,Meera  Roy,meeraroy@,7643167859,2024-07-27,"December 19, 2024",12/30/2024,  Deluxe,INR2835,3,APP,cnfrmd,PENDING,Credit Card,Rs 510.3,73.31,Hydrabad,telangana,India
BKG000339,HTL039,CUST05707,Suresh Shah  ,NA,9330-923-565,27 Sep 2023,20 Mar 2024,"March 27, 2024",Deluxe,null,5,OTA-MMT,no-show,paid,DEBIT CARD,418.86,345,Bangloree,Karnataka,India
BKG000340,HTL006,CUST48930,Manoj Sharma  ,manoj.sharma@mail.com,66820O8109,04 Jan 2025,03/19/2025,30/03/2025,Deluxe,"""2771""",3,app,cnfrmd,paid,Debitcard,498,Rs 541.12,bengaluru,Karnatak,India
BKG000341,HTL049,CUST02129,  Mohan Patel,NA,INVALID,06/07/2024,22/11/2024,03 Dec 2024,deluxe , 2583 ,5,App,Canceled,paid,Wallet,Rs 464.94,443.25,Dehli,NCT Delhi,India
BKG000342,HTL008,CUST08856,Deepak Roy  ,deepak.roy@outlook.com,N/A,02-09-2024,14-01-2025,2025-01-23,Suites,"""5046""",3,Agoda,Canceled,PAId,CASH,908.28,15.03,dElhi,delhi,India
BKG000343,HTL008,CUST82347,PRAKASH CHOPRA,prakashchopra@,9249379790,"March 16, 2024",16-08-2024,29/08/24,standard,1704,3,AGODA,cnfrmd,PAId,Upi, 306.72 ,INR92.53,Delhi,delhi,India
BKG000344,HTL022,CUST05448,Kavya Kumar,,INVALID,04 Feb 2024,04/11/2024,"April 22, 2024",STANDARD,1874,2,APP,confirmed,Paid,cash,INR337.32,316.88,CHENNAI,TAMIL NADU,India
BKG000345,HTL036,CUST05773,Nisha Bajaj  ,NISHA.BAJAJ@YAHOO.COM,8766-808-950,07/24/2023,05/03/2024,05/16/2024,Sute,null,4,OTA-Booking.com,confirmed,PAID,Credit Card,907,"""895.54""",Dilhi,NCT Delhi,India
BKG000346,HTL016,CUST84253,Sanjay  Sethi,NA,,30 Sep 2024,16-11-2024,28 Nov 2024,DELUXE,Rs 2428,1,Agoda,CONFIRMED,Failed,cash, 437.04 ,189.85,Mumbay,Maharastra,India
BKG000347,HTL041,CUST60900,Amit Pandey,amit.pandey@mail.com,+91-68893 84478,05-01-2025,26/04/2025,06-05-2025,suite,4743,2,MakeMyTrip,no-show,PAId,cash,853.74,INR175.44,Hyderabad,Telengana,India
BKG000348,HTL042,CUST62723,  Vikas Rao,vikas.rao@yahoo.com,9966379581,12-10-2024,15-01-2025,01/28/2025,standard,1484,3,Booking.com,confirmed,paidd,U P I,267.12,INR44.19,Dilhi,DELHI,India
BKG000349,HTL041,CUST17676,Divya Shah,divya.shah@mail.com,+919496668118,"November 18, 2023",05/07/2024,05/09/2024,STANDARD,"1,613.00",6,app,Canceled,paidd,Crdit Card,290,100.31,Calcutta,W Bengal,India
BKG000350,HTL032,CUST07499,  Vikas Bose,vikas.bose@yahoo.com,8559657657,2024-04-21,31-01-2025,05/02/25,Executtive,3265,3,walk-in,Confirm,Faled,csh, 587.7 ,INR133.05,CHENNAI,TamilNadu,India
BKG000351,HTL004,CUST03303,ajay shah,ajay.shah@yahoo.com,+91-97471 52035,2023-12-02,03/25/2024,02-04-2024,deluxe ,2461.00,5,Website,confirmed,paidd,DEBIT CARD,442.98,"""473.56""",Chenai,TAMIL NADU,India
BKG000352,HTL012,CUST03269,Harish  Sethi,harish.sethi@hotmail,6423381060,05/12/2023,14/02/2024,25/02/2024,Delux,2926.00,4,APP,CONFIRMED,PAID,Wallet,INR526.68,INR329.27,Bangaluru,karnataka,India
BKG000353,HTL021,CUST41366,  Swati Pillai,swati.pillai@yahoo.com,8077513061,09/06/2024,19-06-2024,2024-07-03,executive,"3,384.00",2,Mobile App,confirmed,paid,upi,609,237,DELHI,Delhi,India
BKG000354,HTL015,CUST67553,ASHA PILLAI,asha.pillai@hotmail.com,,10/10/2023,12-02-2024,02/22/2024,DELUXE,"2,289.00",2,app,Confirm,Pai d,Creditcard,412.02,"""82.23""",Delhi,NCT Delhi,India
BKG000355,HTL034,CUST71177,Vikram Malhotra,,7235-393-305,2024-02-28,08-10-2024,16 Oct 2024,Delux,INR2526,6,OTA-Agoda,Confirm,paid,Creditcard,454.68,INR233.58,Hyderabad,Telengana,India
BKG000356,HTL037,CUST04800,Sonia Tiwari,sonia.tiwari@yahoo.com,8115488051,04-03-2024,18/05/24,05/21/2024,Standerd,Rs 1967,4,website,NO SHOW,paidd,wallet,,207,Bengaluru,KARNATAKA,India
BKG000357,HTL042,CUST25049,ANIL MEHTA,,64701O5928,2024-04-30,2024-12-24,07 Jan 2025,STANDARD,1488,6,AGODA,Confirm,P A I D,Credit Card,267,35,Bombay,Maharashtra,India
BKG000358,HTL006,CUST06266,Anjali  Pandey,anjali.pandey@hotmail,7317936470,"January 09, 2025",10 May 2025,22/05/2025,Delux,INR2981,1,MakeMyTrip,confirmed,failedd,upi,"""536.58""","""418.2""",Madras,Tamilnadu,India
BKG000359,HTL029,CUST43507,Manoj Pillai,manoj.pillai@mail.com,+91-90261 18680,06/30/2023,04-01-2024,14/01/2024,Deluxe,Rs 2680,1,App,cnfrmd,pending,Wallet,482.40,null,Channai,TamilNadu,India
BKG000360,HTL018,CUST48238,Geeta Das  ,,N/A,14 May 2024,2024-12-07,12/10/2024,SUITE,null,4,WEBSITE,cancel,paid,Creditcard,968.76,743.05,CHENNAI,Tamil Nadu,India
BKG000361,HTL023,CUST52432,Deepak Agarwal,,8167486735,"January 18, 2024",24/07/24,"July 28, 2024",Standard,"1,956.00",4,APP,cancel,pendng,CASH,352,Rs 259.32,mUMBAI,MAHARASHTRA,India
BKG000362,HTL050,CUST50679,Harish Malhotra,harish.malhotra@gmail,+91-70646 91267,30 Aug 2023,06/06/2024,06/10/2024,Standerd,1818.00,5,app,confirmed,PAID,UPI,Rs 327.24,Rs 210.41,hyderabad,Telengana,India
BKG000363,HTL028,CUST24487,Nisha Mehta  ,nisha.mehta@yahoo.com,+917948747811,13 Jun 2024,24/11/2024,01 Dec 2024,executive,"3,941.00",6,APP,confirmed,Paid,U P I,Rs 709.38,617.10,Bangloree,Karnatak,India
BKG000364,HTL042,CUST65212,Sunita Pandey,sunita.pandey@mail,9779-174-312,15 Apr 2024,26-11-2024,12/04/2024,delux,INR2450,2,OTA-Agoda,Pending,Pai d,Upi,441,278.15,Bengluru,Karnatak,India
BKG000365,HTL040,CUST68063,nisha das,NISHA.DAS@YAHOO.COM,6686708855,04/05/24,"September 20, 2024",21/09/2024,standard,INR1805,5,APP,no show,PAId,Net Banking,324.9,,Bangloree,karnataka,India
BKG000366,HTL041,CUST10829,  Amit Gupta,amit.gupta@hotmail,6329-357-538,14/09/2023,05/13/2024,05/23/2024,Standerd,1353.00,3,OTA-MMT,Cncld,PAID,CASH,243,31.05,hyderabad,TELANGANA,India
BKG000367,HTL046,CUST10346,suresh sharma,suresh.sharma@hotmail,7239-407-173,04/24/2024,"July 15, 2024",07/18/2024,STANDARD,INR1490,1,walkin,confirmed,PAId,DEBIT CARD,268,124.04,HYDERABAD,Telangana,India
BKG000368,HTL012,CUST23653,Anil Tiwari,anil.tiwari@yahoo.com,,03/10/2024,2024-10-22,04-11-2024,dELuxE,INR2545,1,AGODA,pending,Failed,credit card,Rs 458.1, 67.93 ,BENGALURU,Karnataka,India
BKG000369,HTL007,CUST42102,Manoj Chatterjee  ,,7905249221,"October 02, 2023",2024-06-23,07/03/2024,Standard,1913.00,2,OTA-MakeMyTrip,confirmed,P A I D,Wallet,INR344.34,290.4,Mumbay,MAHARASHTRA,India
BKG000370,HTL046,CUST05373,Vikas Reddy,,8020984469,15 Sep 2024,06/04/2025,16 Apr 2025,Delux, 2491 ,5,App,cnfrmd,PAID,Creditcard,448.38,425.82,hyderabad,telangana,India
BKG000371,HTL008,CUST40174,  Kavya Bajaj,kavya.bajaj@rediffmail.com,N/A,2024-11-15,01-05-2025,05/11/2025,  Deluxe,"2,910.00",2,AGODA,Confirmed,Pai d,debit card,523.80,INR372.05,hyderabad,telangana,India
BKG000372,HTL029,CUST55852,Suresh Mehta,suresh.mehta@hotmail.com,8293-987-667,2024-10-02,03/02/2025,02/06/2025,Deluxe,2975,2,Web Site,CANCEL,paid,net banking,INR535.5,N/A,Bangaluru,Karnatak,India
BKG000373,HTL009,CUST58184,naveen dubey,naveen.dubey@outlook.com,INVALID,03/09/2025,"March 27, 2025",2025-04-09,  Deluxe, 2904 ,6,BOOKING.COM,CANCEL,PAID,upi,522.72,391.00,Hyd,Telengana,India
BKG000374,HTL012,CUST05552,Sarita Sharma  ,sarita.sharma@mail,+91-93189 95931,02/02/25,11/05/2025,"May 22, 2025",Standard , 1762 ,5,Walk-in,CANCEL,FAILED,CREDIT CARD,Rs 317.16,229,CHENNAI,Tamil Nadu,India
BKG000375,HTL040,CUST46211,Rekha  Mukherjee,REKHA.MUKHERJEE@HOTMAIL.COM,8768662138,09/09/2024,2024-09-10,18/09/24,STD,"""1764""",3,MakeMyTrip,confirmed,Pendig,cash,317.52,"""324.16""",Channai,TamilNadu,India
BKG000376,HTL046,CUST57009,Neha Pandey,neha.pandey@gmail,9745136365,29 Dec 2024,2025-01-15,01/21/2025,Deluxe,"""2298""",3,Agoda,NoShow,PAID,credit card,Rs 413.64, 267.41 ,hyderabad,telangana,India
BKG000377,HTL042,CUST07519,Sarita Verma  ,SARITA.VERMA@MAIL.COM,8475211275,17/12/24,28/03/2025,11/04/2025,suite,Rs 5258,4,MMT,Confirmed,Paid,CASH,Rs 946.44,117.82,bengaluru,karnataka,India
BKG000378,HTL007,CUST06656,  Anil Pandey,ANIL.PANDEY@GMAIL.COM,+919485100218,27-09-2023,28/01/24,"February 11, 2024",STD,2000.00,1,makemytrip,Confirmed,PAID,DEBIT CARD, 360.0 ,388,Mumba,Maharastra,India
BKG000379,HTL032,CUST20970,priya joshi,PRIYA.JOSHI@YAHOO.COM,8421-065-100,22 Apr 2024,24 May 2024,03-06-2024,  Deluxe,,1,OTA-Agoda,CONFIRMED,Pending,upi,"""434.52""",320,Mumbay,Maharashtra,India
BKG000380,HTL043,CUST18715,Ajay Pillai,NA,N/A,28/05/24,24/01/25,27/01/2025,suite,4937,1,Mobile App,Pndng,Pendig,Net Banking,888.66,589.28,Hyd,Telengana,India
BKG000381,HTL021,CUST57433,rahul joshi,rahuljoshi@,INVALID,"April 06, 2024",25/11/2024,2024-12-06,Delux, 2718 ,6,walk-in,Confirmed,paid,csh,"""489.24""",Rs 259.05,Kolkata,WEST BENGAL,India
BKG000382,HTL037,CUST01102,pooja mukherjee,pooja.mukherjee@outlook.com,+91-93856 70207,2024-06-17,01/03/2025,01/06/2025,  Deluxe,"""2815""",5,Agoda,Confirmed,Pai d,CREDIT CARD,"""506.7""","""107.65""",Mumbay,MAHARASHTRA,India
BKG000383,HTL035,CUST84563,Vikas  Das,vikas.das@mail.com,7100-720-409,"December 01, 2024",2025-04-24,07-05-2025,Executtive,3728.00,2,OTA-MMT,Confirm,pending,csh,671.04,INR528.04,Delhi,NCT Delhi,India
BKG000384,HTL004,CUST50182,Asha Kumar  ,asha.kumar@outlook,97110O8770,2023-12-23,28 Jul 2024,05-08-2024,delux,"2,479.00",1,BOOKING.COM,PENDING,PAId,UPI,446,INR73.84,Kolkata,west bengal,India
BKG000385,HTL033,CUST04245,Neha Tiwari,,+91-74692 47048,26-01-2024,10/11/24,11/24/2024,Suite,Rs 5395,5,APP,PENDING,PAID,upi,971.10,"""64.57""",KOLKATA,West Bengal,India
BKG000386,HTL047,CUST58973,Sunita  Mehta,sunita.mehta@mail,+919740536251,01/23/2024,26 Mar 2024,2024-04-03,STANDARD,1258.00,3,App,Pending,P A I D,UPI,N/A,5.43,Calcutta,west bengal,India
BKG000387,HTL042,CUST48761,REKHA JOSHI,rekha.joshi@mail,,"June 21, 2023",2024-04-14,04/15/2024,deluxe ,INR2380,2,OTA-Booking.com,cnfrmd,pending,NET BANKING,"""428.4""","""35.88""",HYDERABAD,telangana,India
BKG000388,HTL013,CUST10078,SWATI MUKHERJEE,swati.mukherjee@mail,8935803528,30 Oct 2024,01/03/2025,2025-01-14,Standard,null,4,Mobile App,N/S,Pai d,Crdit Card,235.62,70,KOLKATA,WEST BENGAL,India
BKG000389,HTL017,CUST69398,Anil  Rao,ANIL.RAO@MAIL.COM,6464006069,04/26/2024,02/07/24,05/07/24,Standerd,"1,704.00",5,booking.com,pending,PAId,CASH,Rs 306.72,Rs 166.53,Dilhi,NCT Delhi,India
BKG000390,HTL023,CUST41208,Anil Sharma  ,anil.sharma@yahoo,INVALID,05-07-2024,2024-11-30,13 Dec 2024,Deluxe,2343,4,Walk In,Confirmed,Pai d,U P I,INR421.74, 56.83 ,HYDERABAD,Telengana,India
BKG000391,HTL017,CUST32718,pooja pandey,,8236-179-496,29/10/2024,28/11/24,12/12/24,SUITE,INR5495,6,OTA-MakeMyTrip,no show,pendng,Cash,989.10,Rs 642.35,dElhi,NCT Delhi,India
